fixture_id,date,team_a,team_b,a_is_home,goals_a,goals_b,result,a_form_points,a_form_games_count,a_goals_for_avg,a_goals_against_avg,a_possession_avg,a_shots_total_avg,a_shots_on_goal_avg,a_corners_avg,b_form_points,b_form_games_count,b_goals_for_avg,b_goals_against_avg,b_possession_avg,b_shots_total_avg,b_shots_on_goal_avg,b_corners_avg,h2h_games,h2h_a_wins,h2h_a_draws,h2h_a_losses,ranking_a,ranking_b,ranking_diff
1366297,2025-10-09,Croatia,Czechia,False,0,0,Draw,2.1,108,2.47,0.78,58.49,18.93,7.72,6.25,1.91,94,1.76,1.19,50.05,14.81,6.02,5.64,2,1,1,0,1932.0,1731.0,201.0
1489384,2026-06-17,Croatia,England,False,2,4,B,1.97,116,1.93,1.21,62.13,16.3,5.49,6.48,2.32,118,2.08,0.38,69.96,18.93,6.11,7.9,4,1,1,2,1881.0,2076.0,-195.0
256444,2016-10-08,Czechia,Germany,False,0,3,B,1.0,1,0.0,0.0,57.0,11.0,1.0,6.0,3.0,1,3.0,0.0,69.0,12.0,9.0,4.0,0,0,0,0,1697.0,2037.0,-340.0
256478,2016-11-11,Czechia,Norway,True,2,1,A,0.67,3,0.0,0.99,50.91,9.49,2.19,7.14,1.14,3,1.52,1.58,31.0,3.0,0.0,10.17,0,0,0,0,1697.0,1576.0,121.0
256544,2017-06-10,Czechia,Norway,False,1,1,Draw,1.8,5,2.01,0.74,54.95,10.52,4.33,6.76,0.59,5,1.01,1.78,52.38,6.01,2.35,6.66,1,1,0,0,1712.0,1581.0,131.0
256567,2017-09-01,Czechia,Germany,True,1,2,B,1.62,6,1.78,0.8,53.36,10.63,4.25,5.89,3.0,6,4.84,0.2,71.22,19.87,10.47,10.12,1,0,0,1,1712.0,2108.0,-396.0
132770,2019-03-22,Czechia,England,False,0,5,B,1.7,20,1.24,1.26,46.92,11.12,4.58,5.65,2.07,27,1.7,0.87,55.52,10.12,5.1,4.98,0,0,0,0,1735.0,1955.0,-220.0
132920,2019-10-11,Czechia,England,True,2,1,A,1.68,26,1.59,1.41,48.68,12.45,4.88,5.86,2.14,33,2.63,1.1,58.94,12.54,5.91,5.49,1,0,0,1,1735.0,1955.0,-220.0
332487,2020-09-07,Czechia,Scotland,True,1,2,B,1.75,31,1.7,1.38,53.86,16.53,5.54,6.91,1.59,31,1.75,1.62,50.81,13.37,5.05,6.4,0,0,0,0,1760.0,1659.0,101.0
332497,2020-10-14,Czechia,Scotland,False,0,1,B,1.88,34,1.7,1.35,52.56,15.6,4.61,6.57,1.85,34,1.48,1.16,48.78,12.73,3.71,5.7,1,0,0,1,1760.0,1659.0,101.0
598346,2020-11-11,Czechia,Germany,False,0,1,B,1.63,35,1.48,1.3,55.21,15.66,4.83,7.43,1.82,38,2.63,1.46,63.22,17.0,7.88,6.88,2,0,0,2,1760.0,1955.0,-195.0
657681,2021-06-14,Czechia,Scotland,False,2,0,A,1.6,43,1.59,1.39,51.95,12.91,4.65,5.56,1.66,43,1.5,0.96,47.42,11.96,4.05,4.57,2,0,0,2,1833.0,1728.0,105.0
657705,2021-06-22,Czechia,England,True,0,1,B,1.68,45,1.56,1.18,50.42,12.21,4.4,5.37,2.38,52,1.75,0.32,60.16,12.74,4.86,4.93,2,1,0,1,1833.0,2031.0,-198.0
713471,2021-06-27,Czechia,Netherlands,False,2,0,A,1.46,46,1.36,1.16,49.43,11.41,3.87,5.16,2.33,46,2.52,0.81,60.87,17.78,7.22,6.95,0,0,0,0,1833.0,1929.0,-96.0
813709,2022-03-24,Czechia,Sweden,False,0,1,B,1.9,55,2.07,0.87,54.12,15.16,4.88,5.96,1.65,63,1.35,1.01,43.5,12.37,4.55,6.14,0,0,0,0,1778.0,1757.0,21.0
854577,2022-06-02,Czechia,Switzerland,True,2,1,A,1.57,57,1.7,0.9,52.58,13.48,4.35,5.5,1.64,63,1.85,0.88,56.76,13.86,5.4,7.72,0,0,0,0,1778.0,1878.0,-100.0
854585,2022-06-05,Czechia,Spain,True,2,2,Draw,1.75,58,1.74,0.91,50.34,12.64,4.14,5.12,2.14,63,2.09,0.7,71.78,14.3,5.22,6.15,0,0,0,0,1778.0,1996.0,-218.0
854593,2022-06-09,Czechia,Portugal,False,0,2,B,1.66,59,1.77,1.05,45.79,11.19,3.82,4.8,2.12,63,2.33,0.65,54.5,14.36,5.76,5.76,0,0,0,0,1778.0,1998.0,-220.0
854601,2022-06-12,Czechia,Spain,False,0,2,B,1.44,60,1.54,1.18,44.49,10.87,3.4,4.68,2.13,65,1.93,0.75,71.98,13.1,4.88,5.65,1,0,1,0,1778.0,1996.0,-218.0
854615,2022-09-24,Czechia,Portugal,True,0,4,B,1.25,61,1.34,1.28,41.53,10.31,3.2,4.73,1.94,65,1.99,0.62,55.84,14.72,5.97,6.59,1,0,0,1,1778.0,1998.0,-220.0
854624,2022-09-27,Czechia,Switzerland,False,1,2,B,1.09,62,1.17,1.64,41.88,10.41,3.03,4.91,1.55,68,1.37,1.16,46.64,10.44,4.16,5.77,1,1,0,0,1778.0,1878.0,-100.0
965502,2022-11-19,Czechia,Türkiye,False,1,2,B,1.22,64,1.65,1.47,45.72,11.36,3.84,4.81,1.86,66,2.35,1.35,60.55,18.3,7.66,6.03,0,0,0,0,1778.0,1711.0,67.0
1156210,2024-03-22,Czechia,Norway,False,2,1,A,1.67,75,1.61,0.98,53.01,15.53,4.92,4.79,1.78,69,2.16,1.13,56.39,14.09,5.85,5.45,2,1,1,0,1753.0,1806.0,-53.0
1145517,2024-06-18,Czechia,Portugal,False,1,2,B,2.24,79,2.34,0.99,51.43,15.2,4.93,4.82,2.26,88,2.84,0.93,65.14,17.5,7.09,7.01,2,0,0,2,1753.0,1993.0,-240.0
1145535,2024-06-26,Czechia,Türkiye,True,1,2,B,1.82,81,2.02,1.11,49.54,15.72,5.58,5.17,1.3,83,1.41,1.76,53.4,15.32,5.47,5.84,1,0,0,1,1753.0,1774.0,-21.0
256483,2016-11-11,England,Scotland,True,3,0,A,2.24,3,0.95,0.0,64.92,12.27,6.32,8.29,1.2,3,1.77,1.76,59.55,12.63,5.2,5.94,0,0,0,0,1927.0,1669.0,258.0
256541,2017-06-10,England,Scotland,False,2,2,Draw,2.61,5,1.68,0.0,65.81,11.11,6.01,5.95,1.39,5,1.17,1.58,54.06,12.39,4.91,6.07,1,1,0,0,1932.0,1719.0,213.0
225351,2018-03-23,England,Netherlands,False,1,0,A,2.67,10,1.8,0.33,64.48,16.02,6.55,7.77,2.11,10,2.19,1.16,61.81,16.24,6.43,4.49,0,0,0,0,1959.0,1985.0,-26.0
135771,2018-07-07,England,Sweden,False,2,0,A,2.14,18,1.87,0.69,58.87,13.09,5.28,6.84,1.72,20,1.36,0.57,40.38,9.75,3.68,3.59,0,0,0,0,1959.0,1850.0,109.0
132511,2018-09-08,England,Spain,True,1,2,B,1.68,21,1.52,0.95,57.0,12.99,4.64,6.16,2.01,18,2.27,0.92,68.98,16.1,6.06,6.15,0,0,0,0,1959.0,2011.0,-52.0
225505,2018-09-11,England,Switzerland,True,1,0,A,1.45,22,1.45,1.09,55.1,12.31,4.69,5.87,1.99,21,2.28,0.7,58.74,13.97,4.59,5.03,0,0,0,0,1959.0,1921.0,38.0
132522,2018-10-15,England,Spain,False,3,2,A,1.57,24,1.2,0.82,54.65,10.94,4.37,5.28,2.36,21,2.93,0.83,67.96,13.94,6.21,5.51,1,0,0,1,1959.0,2011.0,-52.0
132507,2019-06-06,England,Netherlands,False,1,3,B,2.3,29,2.52,0.78,59.17,10.7,5.55,4.89,1.66,22,2.09,1.15,54.85,11.46,5.9,5.13,1,1,0,0,1955.0,2017.0,-62.0
157412,2019-06-09,England,Switzerland,False,0,0,Draw,2.0,30,2.32,1.08,57.57,11.0,5.22,4.77,1.5,29,2.02,1.44,57.11,14.09,4.86,5.67,1,1,0,0,1955.0,1897.0,58.0
657694,2021-06-18,England,Scotland,True,0,0,Draw,2.59,51,2.01,0.37,60.19,13.34,5.48,4.75,1.45,44,1.3,1.1,48.99,13.0,4.04,4.78,2,1,1,0,2031.0,1728.0,303.0
713475,2021-06-29,England,Germany,True,2,0,A,2.46,53,1.65,0.28,59.59,11.67,4.6,5.07,1.72,49,2.37,1.48,64.07,14.4,5.97,4.86,0,0,0,0,2031.0,1962.0,69.0
826024,2022-03-26,England,Switzerland,True,2,1,A,2.44,64,3.66,0.32,66.48,14.27,6.43,5.01,2.0,61,2.12,0.69,56.76,14.6,5.66,7.86,2,1,1,0,1966.0,1878.0,88.0
854591,2022-06-07,England,Germany,False,1,1,Draw,2.24,67,2.94,0.44,64.43,13.4,6.02,5.41,2.14,60,2.86,0.77,70.09,19.03,7.91,6.15,1,1,0,0,1966.0,1955.0,11.0
854621,2022-09-26,England,Germany,True,3,3,Draw,1.47,71,1.77,0.92,60.74,13.07,5.04,5.16,1.75,64,2.39,0.98,68.77,15.33,6.46,5.31,2,1,1,0,1966.0,1955.0,11.0
978036,2022-12-10,England,France,True,1,2,B,1.89,76,2.35,0.85,60.8,12.44,5.32,5.07,1.86,75,1.91,0.97,57.05,16.64,6.43,6.67,0,0,0,0,1966.0,2081.0,-115.0
984806,2023-09-12,England,Scotland,False,3,1,A,2.06,82,2.72,0.7,61.07,13.09,6.26,4.69,2.34,68,1.96,0.64,49.93,12.1,3.85,5.59,3,1,2,0,2014.0,1800.0,214.0
1219689,2024-07-06,England,Switzerland,True,1,1,Draw,1.86,95,1.51,0.68,62.59,13.44,4.11,5.68,1.8,92,1.66,0.81,55.23,12.03,4.54,4.97,3,2,1,0,2006.0,1813.0,193.0
1227539,2024-07-10,England,Netherlands,False,2,1,A,1.74,96,1.44,0.72,61.21,13.38,3.97,5.46,2.14,86,2.31,0.88,56.22,15.41,5.29,5.74,2,1,0,1,2006.0,1938.0,68.0
1232551,2024-07-14,England,Spain,False,1,2,B,1.91,97,1.52,0.76,60.8,12.81,4.1,4.75,2.67,93,2.53,0.72,63.85,17.51,6.35,5.92,2,1,0,1,2006.0,2178.0,-172.0
256459,2016-10-10,France,Netherlands,False,1,0,A,2.07,2,2.14,0.53,66.74,14.12,7.33,7.07,2.07,2,2.6,1.0,59.81,19.07,8.93,6.6,0,0,0,0,2008.0,1888.0,120.0
256477,2016-11-11,France,Sweden,True,2,1,A,2.42,3,1.71,0.33,59.23,12.17,6.44,6.66,2.42,3,1.76,0.29,50.35,13.09,8.35,7.51,0,0,0,0,2008.0,1766.0,242.0
256532,2017-06-09,France,Sweden,False,1,2,B,2.7,5,2.11,0.66,60.12,14.54,7.52,6.63,2.03,5,2.17,0.6,50.56,11.48,6.13,5.84,1,1,0,0,1988.0,1823.0,165.0
256558,2017-08-31,France,Netherlands,True,4,0,A,2.08,6,1.85,0.96,59.4,14.65,7.17,6.49,1.72,6,2.31,0.97,65.0,14.1,6.78,5.45,1,1,0,0,1988.0,1895.0,93.0
132508,2018-09-06,France,Germany,False,0,0,Draw,2.55,22,2.1,0.91,51.79,12.55,5.08,3.96,1.66,17,1.96,1.08,68.36,18.42,7.1,7.4,0,0,0,0,2092.0,1937.0,155.0
132512,2018-09-09,France,Netherlands,True,2,1,A,2.34,23,1.82,0.78,50.19,11.66,4.94,3.7,1.88,15,1.77,0.97,55.73,13.54,6.31,4.48,2,2,0,0,2092.0,1985.0,107.0
132523,2018-10-16,France,Germany,True,2,1,A,2.24,25,1.86,0.97,54.06,11.61,5.17,4.04,1.52,20,1.49,1.22,63.85,15.39,6.28,8.31,1,0,1,0,2092.0,1937.0,155.0
132526,2018-11-16,France,Netherlands,False,0,2,B,2.34,26,1.88,0.98,52.58,11.13,5.01,4.17,1.69,18,1.73,0.96,52.25,11.64,5.38,4.37,3,3,0,0,2092.0,1985.0,107.0
132830,2019-06-08,France,Türkiye,False,0,2,B,2.45,31,2.13,0.73,56.77,11.71,5.8,4.89,1.94,25,1.59,0.76,55.83,9.95,5.02,4.9,0,0,0,0,2046.0,1778.0,268.0
132949,2019-10-14,France,Türkiye,True,1,1,Draw,2.5,36,2.27,0.61,66.23,15.6,6.38,6.33,2.22,30,1.71,0.55,60.97,13.38,5.68,5.33,1,0,0,1,2046.0,1778.0,268.0
332432,2020-09-05,France,Sweden,False,1,0,A,2.48,39,2.08,0.61,66.04,15.53,6.3,6.48,2.28,39,1.78,0.53,49.49,12.99,5.9,5.49,2,1,0,1,2091.0,1820.0,271.0
332446,2020-10-11,France,Portugal,True,0,0,Draw,2.66,42,2.83,0.76,61.22,14.23,5.66,6.12,2.25,38,2.31,0.57,59.75,19.78,7.79,7.95,0,0,0,0,2091.0,2038.0,53.0
332459,2020-11-14,France,Portugal,False,1,0,A,2.19,45,2.09,0.87,57.77,12.37,4.94,5.31,2.31,41,2.77,0.38,57.09,18.15,6.93,7.17,1,0,1,0,2091.0,2038.0,53.0
332468,2020-11-17,France,Sweden,True,4,2,A,2.29,46,1.95,0.76,56.52,12.47,5.27,5.1,1.47,46,1.16,1.28,46.75,11.3,4.43,5.14,3,2,0,1,2091.0,1820.0,271.0
657685,2021-06-15,France,Germany,True,1,0,A,2.54,52,2.18,0.53,58.03,14.59,6.3,7.57,1.9,46,2.51,1.36,62.96,14.8,6.37,4.95,2,1,1,0,2114.0,1962.0,152.0
657708,2021-06-23,France,Portugal,False,2,2,Draw,2.39,54,1.89,0.53,56.85,13.37,5.34,6.39,1.98,50,2.34,0.97,55.22,14.97,6.45,6.84,2,1,1,0,2114.0,1972.0,142.0
713474,2021-06-28,France,Switzerland,True,3,3,Draw,2.21,55,1.91,0.72,56.19,13.05,5.3,5.65,1.9,52,2.21,1.21,55.03,15.53,5.62,6.93,0,0,0,0,2114.0,1933.0,181.0
802474,2021-10-10,France,Spain,False,2,1,A,2.09,60,1.97,1.03,56.26,15.18,5.36,5.32,2.07,57,2.23,0.78,73.06,16.7,6.05,6.6,0,0,0,0,2114.0,2036.0,78.0
980464,2023-03-24,France,Netherlands,True,4,0,A,1.99,78,2.07,1.13,52.09,14.58,5.7,5.44,2.31,67,2.22,0.91,55.43,11.64,4.29,4.23,4,3,0,1,2109.0,1970.0,139.0
1029481,2023-09-12,France,Germany,False,1,2,B,2.5,83,2.08,0.56,58.57,17.67,5.97,5.42,1.02,75,1.63,1.88,65.52,15.81,5.3,6.03,3,2,1,0,2109.0,1885.0,224.0
980603,2023-10-13,France,Netherlands,False,2,1,A,2.17,84,1.94,0.75,57.31,16.93,5.97,5.37,1.96,73,2.15,1.42,56.53,15.43,5.52,6.04,5,4,0,1,2109.0,1970.0,139.0
1028662,2023-10-17,France,Scotland,True,4,1,A,2.28,85,1.95,0.78,56.88,16.67,6.11,5.06,1.77,70,1.6,1.08,45.62,10.44,3.03,4.45,0,0,0,0,2109.0,1800.0,309.0
1155272,2024-03-23,France,Germany,True,0,2,B,2.27,88,3.52,0.87,59.55,19.03,7.99,5.49,1.09,80,1.64,1.89,61.76,13.1,4.8,4.63,4,2,1,1,2055.0,1971.0,84.0
1145524,2024-06-21,France,Netherlands,False,0,0,Draw,2.18,93,2.44,0.76,55.96,16.85,6.0,5.08,2.32,82,2.64,0.79,57.46,16.78,6.21,5.46,6,5,0,1,2055.0,1938.0,117.0
1219959,2024-07-05,France,Portugal,False,0,0,Draw,2.04,96,1.85,0.61,56.76,17.19,5.41,5.83,1.97,92,2.09,0.85,66.58,17.92,6.39,7.9,3,1,2,0,2055.0,1993.0,62.0
1225853,2024-07-09,France,Spain,False,1,2,B,1.9,97,1.61,0.53,54.58,17.56,5.36,5.59,2.62,92,2.61,0.68,64.73,19.23,7.0,6.21,1,1,0,0,2055.0,2178.0,-123.0
1366137,2025-06-05,France,Spain,False,4,5,B,1.9,106,1.63,0.85,56.78,17.5,5.73,7.19,2.32,102,2.4,1.2,59.74,18.25,7.08,5.69,2,1,0,1,2062.0,2172.0,-110.0
1377653,2025-06-08,France,Germany,False,2,0,A,1.65,107,1.94,1.39,56.68,18.35,6.16,7.04,1.76,98,2.27,1.25,61.15,15.71,6.03,5.49,5,2,1,2,2062.0,1910.0,152.0
256595,2017-09-04,Germany,Norway,True,6,0,A,3.0,7,4.24,0.37,72.43,18.02,9.33,8.42,1.17,7,1.21,1.27,51.65,11.16,3.11,5.41,1,1,0,0,2108.0,1581.0,527.0
225350,2018-03-23,Germany,Spain,True,1,1,Draw,3.0,10,4.42,0.52,72.28,19.11,8.86,6.89,2.89,10,3.44,0.24,68.3,17.07,6.79,8.09,0,0,0,0,1937.0,2011.0,-74.0
135805,2018-06-23,Germany,Sweden,True,2,1,A,1.75,15,2.34,0.91,65.88,16.42,7.55,6.94,1.49,17,1.19,0.57,46.07,8.7,3.36,3.93,0,0,0,0,1937.0,1850.0,87.0
132519,2018-10-13,Germany,Netherlands,False,0,3,B,1.77,19,1.73,0.93,66.2,16.13,6.67,7.68,1.61,16,1.65,1.12,54.02,12.3,5.54,4.12,0,0,0,0,1937.0,1985.0,-48.0
132530,2018-11-19,Germany,Netherlands,True,2,2,Draw,1.54,22,1.64,1.15,63.88,12.93,5.84,8.22,1.87,19,1.77,0.83,53.89,11.97,6.16,4.88,1,0,0,1,1937.0,1985.0,-48.0
132790,2019-03-24,Germany,Netherlands,False,3,2,A,1.41,24,1.59,1.23,61.9,13.14,6.18,7.67,1.92,21,2.1,0.86,55.14,10.74,5.88,4.51,2,0,1,1,1964.0,2017.0,-53.0
132870,2019-09-06,Germany,Netherlands,True,2,4,B,1.96,27,2.64,1.0,64.5,15.96,7.59,7.47,1.6,24,1.91,1.11,54.92,12.51,6.19,5.19,3,1,1,1,1964.0,2017.0,-53.0
332425,2020-09-03,Germany,Spain,True,1,1,Draw,2.19,33,3.13,0.99,66.76,18.45,7.98,7.51,2.37,34,3.2,0.63,72.3,20.42,7.92,9.22,1,0,1,0,1955.0,2050.0,-95.0
332434,2020-09-06,Germany,Switzerland,False,1,1,Draw,2.03,34,2.85,0.99,63.08,17.25,7.84,7.29,1.69,37,2.06,0.98,60.38,18.84,6.05,6.83,0,0,0,0,1955.0,1870.0,85.0
598332,2020-10-07,Germany,Türkiye,True,3,3,Draw,1.9,35,2.6,1.0,61.66,16.79,7.3,6.83,1.69,35,1.12,0.46,60.87,12.38,4.51,3.93,0,0,0,0,1955.0,1752.0,203.0
332455,2020-10-13,Germany,Switzerland,True,3,3,Draw,1.94,37,2.57,1.22,63.44,16.82,8.03,6.86,1.21,40,1.56,1.1,55.96,16.75,5.29,5.94,1,0,1,0,1955.0,1870.0,85.0
332469,2020-11-17,Germany,Spain,False,0,6,B,2.1,40,2.49,1.23,61.84,17.51,7.56,7.23,1.72,41,1.85,0.63,69.45,19.31,7.12,8.81,2,0,2,0,1955.0,2050.0,-95.0
657696,2021-06-19,Germany,Portugal,False,4,2,A,1.65,47,2.18,1.32,62.82,14.11,5.6,4.96,2.28,49,2.39,0.52,57.34,16.09,7.17,6.98,0,0,0,0,1962.0,1972.0,-10.0
825233,2022-03-29,Germany,Netherlands,False,1,1,Draw,2.51,58,3.46,0.7,71.61,21.51,9.21,7.16,2.38,55,2.92,0.89,67.63,18.16,6.89,6.01,4,1,1,2,1955.0,2073.0,-118.0
855755,2022-11-27,Germany,Spain,False,1,1,Draw,1.59,67,2.11,1.2,68.74,16.67,6.62,5.5,2.31,70,2.55,0.66,73.64,12.88,5.3,5.28,3,0,2,1,1955.0,1996.0,-41.0
1137559,2023-11-18,Germany,Türkiye,True,2,3,B,1.44,78,1.87,1.71,63.77,14.3,5.23,5.33,2.04,75,2.11,1.2,58.97,16.54,6.97,5.81,1,0,1,0,1885.0,1765.0,120.0
1155277,2024-03-26,Germany,Netherlands,True,2,1,A,1.34,81,1.69,1.65,61.27,13.35,4.95,4.68,2.26,78,2.53,0.86,58.11,15.39,5.86,5.61,5,1,2,2,1971.0,1938.0,33.0
1145509,2024-06-14,Germany,Scotland,True,5,1,A,1.68,84,1.57,1.31,62.43,14.49,5.17,6.61,1.28,77,1.5,1.69,56.85,13.4,3.56,5.58,0,0,0,0,1971.0,1759.0,212.0
1145527,2024-06-23,Germany,Switzerland,False,1,1,Draw,2.0,86,2.01,1.11,64.62,15.7,5.95,7.0,1.72,90,1.71,0.92,59.51,12.54,4.87,5.59,2,0,2,0,1971.0,1813.0,158.0
1219688,2024-07-05,Germany,Spain,False,1,2,B,2.02,88,1.9,0.95,63.52,15.87,6.02,7.1,2.56,91,2.7,0.63,67.24,19.42,7.15,6.99,4,0,3,1,1971.0,2178.0,-207.0
1172954,2024-09-10,Germany,Netherlands,False,2,2,Draw,1.92,90,2.2,0.95,61.24,17.61,6.29,6.46,2.01,88,2.51,1.15,57.06,16.09,5.4,5.98,6,2,2,2,1971.0,1938.0,33.0
1172966,2024-10-14,Germany,Netherlands,True,1,0,A,1.95,92,2.15,1.07,62.63,17.26,5.85,6.28,1.77,90,2.26,1.23,57.33,15.51,5.06,5.97,7,2,3,2,1971.0,1938.0,33.0
1366136,2025-06-04,Germany,Portugal,True,1,2,B,2.02,97,2.46,1.14,62.07,16.71,6.19,5.86,1.94,101,2.18,0.97,62.34,16.22,5.96,7.63,1,1,0,0,1910.0,1976.0,-66.0
1502471,2026-03-27,Germany,Switzerland,False,4,3,A,2.17,105,2.53,0.79,67.3,16.96,6.29,5.9,1.96,109,2.15,0.83,58.41,11.26,5.02,4.87,3,0,3,0,1907.0,1943.0,-36.0
256658,2017-10-10,Netherlands,Sweden,True,2,0,A,1.92,9,2.23,1.4,60.31,15.24,6.11,5.01,2.2,9,3.48,0.77,53.76,13.66,7.54,5.37,1,0,1,0,1895.0,1823.0,72.0
225373,2018-03-26,Netherlands,Portugal,False,3,0,A,1.76,11,1.82,1.13,59.69,15.04,6.36,4.24,2.88,11,2.78,0.41,65.91,16.88,7.07,7.04,0,0,0,0,1985.0,1958.0,27.0
157411,2019-06-09,Netherlands,Portugal,False,0,1,B,1.84,23,2.21,1.13,54.6,13.84,7.0,5.38,1.8,28,1.55,0.85,54.59,13.08,4.58,6.73,1,1,0,0,2017.0,1986.0,31.0
598344,2020-11-11,Netherlands,Spain,True,1,1,Draw,1.55,35,1.44,0.71,59.31,15.21,5.67,5.89,1.95,39,2.12,0.52,69.15,19.18,7.14,8.58,0,0,0,0,1994.0,2050.0,-56.0
650913,2021-03-24,Netherlands,Türkiye,False,2,4,B,1.85,38,1.65,0.81,58.43,16.04,6.31,6.25,1.39,41,1.56,1.42,56.52,13.74,5.36,3.66,0,0,0,0,1929.0,1726.0,203.0
697995,2021-06-02,Netherlands,Scotland,True,2,2,Draw,1.95,41,2.42,0.93,64.66,21.79,8.62,8.42,1.53,41,1.51,0.97,48.7,12.71,4.21,4.96,0,0,0,0,1929.0,1728.0,201.0
650988,2021-09-01,Netherlands,Norway,False,1,1,Draw,2.02,47,2.2,0.96,59.66,16.17,6.24,6.82,1.67,42,1.43,1.07,54.88,11.87,4.52,7.39,0,0,0,0,1929.0,1733.0,196.0
651038,2021-09-07,Netherlands,Türkiye,True,6,1,A,2.03,49,2.29,0.84,61.95,17.86,6.99,6.78,1.45,52,1.65,1.47,56.96,14.98,5.57,5.32,1,0,0,1,1929.0,1726.0,203.0
651154,2021-11-16,Netherlands,Norway,True,2,0,A,2.19,53,2.87,0.83,68.04,19.41,7.17,6.77,1.84,48,1.58,0.71,57.44,16.92,5.63,7.09,1,0,1,0,1929.0,1733.0,196.0
1155267,2024-03-22,Netherlands,Scotland,True,4,0,A,2.14,77,2.31,0.98,58.73,15.75,5.83,6.15,1.41,73,1.77,1.72,48.42,10.45,3.22,4.26,1,0,1,0,1938.0,1759.0,179.0
1220308,2024-07-06,Netherlands,Türkiye,True,2,1,A,2.01,85,2.36,0.86,55.81,16.07,5.48,6.15,1.71,85,1.55,1.57,53.31,14.41,5.1,5.73,2,1,0,1,1938.0,1774.0,164.0
1316545,2025-03-20,Netherlands,Spain,True,2,2,Draw,1.63,93,2.07,1.04,59.23,14.55,4.93,5.44,2.74,100,2.36,0.78,60.69,18.6,6.9,6.24,1,0,1,0,1959.0,2172.0,-213.0
1316546,2025-03-23,Netherlands,Spain,False,3,3,Draw,1.55,94,2.06,1.16,56.73,13.96,4.81,4.99,2.52,101,2.31,0.93,60.6,18.14,6.79,5.95,2,0,2,0,1959.0,2172.0,-213.0
1503005,2026-03-27,Netherlands,Norway,True,2,1,A,2.14,103,2.92,0.79,62.94,16.04,6.06,5.8,2.53,89,3.55,0.81,57.01,17.84,6.51,5.44,2,1,1,0,1971.0,1972.0,-1.0
132780,2019-03-23,Norway,Spain,False,1,2,B,2.24,20,1.56,0.64,53.63,10.74,4.37,6.89,1.93,24,2.46,1.19,66.31,14.28,6.3,6.65,0,0,0,0,1722.0,2028.0,-306.0
132805,2019-03-26,Norway,Sweden,True,3,3,Draw,1.94,21,1.48,0.83,49.02,9.61,3.98,6.58,1.75,28,1.24,0.81,45.26,9.79,4.06,4.48,0,0,0,0,1722.0,1859.0,-137.0
132889,2019-09-08,Norway,Sweden,False,1,1,Draw,2.02,25,1.8,0.93,52.12,11.68,4.89,5.2,1.77,32,1.79,1.06,48.32,12.04,5.73,5.37,1,0,1,0,1722.0,1859.0,-137.0
132930,2019-10-12,Norway,Spain,True,1,1,Draw,1.89,26,1.69,0.94,51.37,11.29,4.47,5.17,2.55,30,2.73,0.77,71.5,20.19,8.03,8.97,1,0,0,1,1722.0,2028.0,-306.0
650933,2021-03-27,Norway,Türkiye,True,0,3,B,1.81,38,1.9,0.97,54.66,14.17,6.29,7.08,1.6,42,1.88,1.5,53.09,12.87,5.31,3.56,0,0,0,0,1733.0,1726.0,7.0
651059,2021-10-08,Norway,Türkiye,False,1,1,Draw,1.93,45,1.91,0.94,57.22,16.92,6.44,7.75,1.26,53,1.56,2.06,53.16,14.19,5.0,4.48,1,0,0,1,1733.0,1726.0,7.0
854634,2022-06-05,Norway,Sweden,False,2,1,A,2.08,52,2.25,0.58,53.28,13.97,5.37,5.93,1.77,66,1.25,0.89,47.49,11.73,4.38,6.04,2,0,2,0,1754.0,1757.0,-3.0
854649,2022-06-12,Norway,Sweden,True,3,2,A,2.04,54,1.93,0.55,51.71,14.3,5.64,6.13,1.34,68,1.06,1.03,49.25,11.78,3.74,6.09,3,1,2,0,1754.0,1757.0,-3.0
980475,2023-03-25,Norway,Spain,False,0,3,B,1.71,59,1.63,1.04,51.64,13.06,5.13,5.69,1.75,73,1.89,0.76,74.09,12.19,4.46,5.34,2,0,1,1,1755.0,2033.0,-278.0
980516,2023-06-17,Norway,Scotland,True,1,2,B,1.42,61,1.36,1.25,51.74,12.76,4.88,5.37,2.0,65,1.75,0.82,49.67,12.47,4.11,6.29,0,0,0,0,1755.0,1800.0,-45.0
980620,2023-10-15,Norway,Spain,True,0,1,B,1.99,66,2.35,0.97,58.85,15.18,6.18,5.66,2.16,80,2.66,0.59,71.39,17.88,6.17,6.78,3,0,1,2,1755.0,2033.0,-278.0
980668,2023-11-19,Norway,Scotland,False,3,3,Draw,1.9,68,2.04,0.85,57.35,14.25,5.68,5.66,1.47,72,1.58,1.53,48.18,10.66,3.4,4.0,1,0,0,1,1755.0,1800.0,-45.0
1503006,2026-03-31,Norway,Switzerland,True,0,0,Draw,2.2,90,3.21,0.97,56.49,16.17,5.93,4.99,1.7,110,2.26,1.25,56.8,10.71,4.76,4.24,0,0,0,0,1972.0,1943.0,29.0
1536927,2026-06-01,Norway,Sweden,True,3,1,A,2.05,91,2.8,0.84,54.86,14.72,5.29,4.86,1.61,108,1.89,1.63,50.9,12.07,4.65,5.4,4,2,2,0,1972.0,1731.0,241.0
256661,2017-10-10,Portugal,Switzerland,True,2,0,A,2.82,9,3.13,0.35,70.78,20.18,7.96,7.68,3.0,9,2.81,0.58,66.7,19.96,7.31,5.52,1,0,0,1,1993.0,1865.0,128.0
