fixture_id,date,team_a,team_b,a_is_home,goals_a,goals_b,result,a_form_points,a_form_games_count,a_goals_for_avg,a_goals_against_avg,a_possession_avg,a_shots_total_avg,a_shots_on_goal_avg,a_corners_avg,b_form_points,b_form_games_count,b_goals_for_avg,b_goals_against_avg,b_possession_avg,b_shots_total_avg,b_shots_on_goal_avg,b_corners_avg,h2h_games,h2h_a_wins,h2h_a_draws,h2h_a_losses,ranking_a,ranking_b,ranking_diff
293606,2021-06-03,Paraguay,Uruguay,False,0,0,Draw,1.31,39,1.17,1.12,55.68,10.89,3.77,4.26,1.7,48,1.67,1.26,45.81,8.16,2.84,3.83,2,0,0,2,1729.0,1847.0,-118.0
312568,2021-06-29,Paraguay,Uruguay,False,0,1,B,1.41,44,1.14,0.94,52.91,12.55,4.23,5.43,1.51,53,1.2,0.84,51.37,11.2,3.26,4.3,3,0,1,2,1729.0,1847.0,-118.0
293647,2022-01-27,Paraguay,Uruguay,True,0,1,B,0.85,54,0.6,1.3,44.26,9.61,2.63,4.0,1.02,63,0.77,1.52,46.04,12.69,3.92,3.79,4,0,1,3,1727.0,1904.0,-177.0
1100264,2024-09-06,Paraguay,Uruguay,False,0,0,Draw,0.74,79,0.65,1.51,47.25,13.33,4.0,4.42,1.62,96,1.62,0.76,50.32,11.91,4.04,4.63,5,0,1,4,1775.0,1948.0,-173.0
1100304,2025-06-05,Paraguay,Uruguay,True,2,0,A,1.57,87,1.16,1.11,38.94,12.8,4.01,4.04,1.2,104,0.89,0.7,49.14,9.85,2.74,4.3,6,0,2,4,1833.0,1890.0,-57.0
667826,2018-03-23,Uruguay,Czechia,True,2,0,A,1.64,18,1.68,1.28,45.09,12.03,5.12,4.25,1.67,10,2.05,0.98,56.86,17.89,6.92,7.14,0,0,0,0,1921.0,1728.0,193.0
135762,2018-06-30,Uruguay,Portugal,True,2,1,A,2.44,24,1.79,0.53,49.38,13.29,4.93,4.11,1.98,18,1.9,0.92,57.15,13.24,5.06,5.54,0,0,0,0,1921.0,1958.0,-37.0
135769,2018-07-06,Uruguay,France,True,0,2,B,2.52,25,1.82,0.59,46.43,11.88,4.61,3.75,2.31,19,1.92,0.99,56.84,12.78,5.4,4.53,0,0,0,0,1921.0,2092.0,-171.0
225577,2018-11-20,Uruguay,France,False,0,1,B,1.49,30,1.69,1.32,44.07,10.85,4.73,4.11,2.03,27,1.63,1.11,50.38,10.31,4.61,3.88,1,0,0,1,1921.0,2092.0,-171.0
855759,2022-11-28,Uruguay,Portugal,False,0,2,B,1.8,73,1.41,0.52,48.51,11.42,3.47,4.26,2.1,69,2.32,0.72,54.87,13.45,5.45,5.63,1,1,0,0,1904.0,1998.0,-94.0
1502470,2026-03-27,Uruguay,England,False,1,1,Draw,1.5,112,1.01,1.08,54.28,9.77,2.88,5.01,2.62,114,2.61,0.34,69.43,16.95,6.62,6.78,0,0,0,0,1841.0,2076.0,-235.0
1012347,2023-06-16,New Zealand,Sweden,False,1,4,B,1.47,35,1.31,0.77,60.35,12.04,3.2,6.31,1.8,77,1.79,1.18,47.97,12.03,4.49,5.16,0,0,0,0,1525.0,1691.0,-166.0
1352746,2025-10-14,New Zealand,Norway,False,1,1,Draw,1.39,59,2.2,0.99,49.73,9.23,3.58,3.62,2.59,86,3.76,0.71,56.89,17.99,6.81,5.59,0,0,0,0,1585.0,1922.0,-337.0
1525492,2026-06-06,New Zealand,England,False,0,1,B,1.01,65,1.55,1.64,42.58,10.08,3.28,4.94,2.1,116,2.09,0.5,67.76,16.77,6.1,7.35,0,0,0,0,1534.0,2076.0,-542.0
225436,2018-06-02,Austria,Germany,True,2,1,A,2.21,13,1.86,0.64,54.42,12.3,5.05,5.28,2.24,12,3.23,0.67,68.25,17.27,8.05,7.24,0,0,0,0,1765.0,1937.0,-172.0
225482,2018-09-06,Austria,Sweden,True,2,0,A,1.98,15,1.6,1.04,49.61,11.33,4.98,4.91,1.49,21,1.17,0.77,40.61,9.23,3.59,3.24,0,0,0,0,1765.0,1850.0,-85.0
132539,2018-09-11,Austria,Bosnia and Herzegovina,False,0,1,B,2.13,16,1.66,0.88,48.5,10.99,4.69,4.92,1.84,17,1.5,0.78,52.56,10.46,5.21,4.77,0,0,0,0,1765.0,1795.0,-30.0
132548,2018-11-15,Austria,Bosnia and Herzegovina,True,0,0,Draw,1.71,19,1.17,0.95,50.46,9.38,3.58,5.55,2.02,20,1.34,0.5,49.62,8.76,4.19,4.41,1,0,0,1,1765.0,1795.0,-30.0
332477,2020-09-04,Austria,Norway,False,2,1,A,1.93,31,1.62,0.8,59.02,16.61,5.53,6.46,2.0,30,1.87,0.85,55.46,12.29,4.54,6.9,0,0,0,0,1786.0,1763.0,23.0
332515,2020-11-18,Austria,Norway,True,1,1,Draw,2.4,38,1.79,0.76,60.03,14.53,4.75,6.57,1.72,36,1.84,1.14,52.69,12.06,5.12,6.22,1,1,0,0,1786.0,1763.0,23.0
650923,2021-03-25,Austria,Scotland,False,2,2,Draw,2.22,39,1.68,0.79,61.27,15.54,4.94,6.79,1.41,38,1.03,1.0,47.21,12.76,4.09,5.76,0,0,0,0,1730.0,1728.0,2.0
673769,2021-06-02,Austria,England,False,0,1,B,1.9,42,1.65,1.35,60.74,14.85,4.62,5.84,2.37,48,2.53,0.56,64.45,15.26,6.4,5.86,0,0,0,0,1730.0,2031.0,-301.0
657691,2021-06-17,Austria,Netherlands,False,0,2,B,1.75,45,1.47,1.12,59.02,13.0,4.7,5.65,2.11,44,2.52,1.07,63.45,18.53,7.6,7.74,0,0,0,0,1730.0,1929.0,-199.0
651034,2021-09-07,Austria,Scotland,True,0,1,B,1.47,50,1.4,1.55,58.01,14.15,4.41,4.96,1.3,48,0.97,1.15,46.06,12.05,3.91,5.37,1,0,1,0,1730.0,1728.0,2.0
852621,2022-03-29,Austria,Scotland,True,2,2,Draw,1.5,56,1.73,1.39,60.78,16.12,5.31,5.24,2.0,54,1.35,0.78,48.6,12.94,5.03,6.7,2,0,1,1,1751.0,1751.0,0.0
854579,2022-06-03,Austria,Croatia,False,3,0,A,1.43,57,1.77,1.47,60.81,16.76,6.19,6.0,2.01,65,2.1,0.96,61.58,16.7,7.03,5.71,0,0,0,0,1751.0,1950.0,-199.0
854595,2022-06-10,Austria,France,True,1,1,Draw,1.42,59,1.81,1.37,57.56,16.48,5.71,5.77,2.06,67,2.43,0.89,55.33,15.11,7.0,4.75,0,0,0,0,1751.0,2081.0,-330.0
854610,2022-09-22,Austria,France,False,0,2,B,1.19,61,1.48,1.41,53.37,14.07,4.92,5.22,1.67,69,1.95,0.91,56.57,15.36,6.58,5.7,1,0,1,0,1751.0,2081.0,-330.0
854617,2022-09-25,Austria,Croatia,True,1,3,B,1.03,62,1.29,1.49,51.62,12.76,4.27,4.67,2.11,70,1.6,0.92,55.19,12.61,5.08,4.81,1,1,0,0,1751.0,1950.0,-199.0
980522,2023-06-17,Austria,Belgium,False,1,1,Draw,1.8,67,1.71,1.21,54.5,16.65,6.08,4.75,1.83,76,1.69,1.04,58.21,12.11,4.37,5.47,0,0,0,0,1835.0,1990.0,-155.0
980541,2023-06-20,Austria,Sweden,True,2,0,A,1.69,68,1.62,1.18,53.13,15.78,5.55,4.53,1.96,78,2.08,1.15,48.24,12.56,4.69,5.4,1,1,0,0,1835.0,1691.0,144.0
980590,2023-09-12,Austria,Sweden,False,3,1,A,1.75,70,1.58,1.02,56.97,16.66,6.05,4.89,1.87,80,2.22,1.1,49.42,12.42,5.2,5.71,2,2,0,0,1835.0,1691.0,144.0
980605,2023-10-13,Austria,Belgium,True,2,3,B,1.91,71,1.77,1.02,56.45,16.06,6.04,4.77,2.16,80,2.11,0.68,60.72,14.35,5.32,7.3,1,0,1,0,1835.0,1990.0,-155.0
1117888,2023-11-21,Austria,Germany,True,2,0,A,1.99,74,1.73,0.97,57.05,15.7,5.33,5.14,1.25,79,1.89,1.88,62.62,13.87,5.07,5.02,1,1,0,0,1835.0,1885.0,-50.0
1172362,2024-03-26,Austria,Türkiye,True,6,1,A,2.24,76,1.8,0.73,55.05,14.86,5.47,4.9,1.75,78,1.8,1.23,56.93,15.03,6.22,5.5,0,0,0,0,1871.0,1774.0,97.0
1173869,2024-06-08,Austria,Switzerland,False,1,1,Draw,2.42,78,2.3,0.8,54.78,13.37,5.55,4.29,1.74,87,1.73,0.88,62.88,13.71,5.1,5.43,0,0,0,0,1871.0,1813.0,58.0
1145515,2024-06-17,Austria,France,True,0,1,B,2.24,79,2.13,0.82,53.11,13.06,5.22,4.25,2.06,92,2.65,0.87,57.15,17.28,6.45,5.54,2,0,1,1,1871.0,2055.0,-184.0
1145533,2024-06-25,Austria,Netherlands,False,3,2,A,2.08,81,2.0,0.87,52.97,12.51,5.46,4.29,2.15,83,2.3,0.69,54.79,15.63,5.92,5.14,1,0,0,1,1871.0,1938.0,-67.0
1215078,2024-07-02,Austria,Türkiye,True,1,2,B,2.2,82,2.13,1.01,52.33,12.06,5.4,3.99,1.52,84,1.49,1.66,55.3,15.67,5.41,5.99,1,1,0,0,1871.0,1774.0,97.0
1172899,2024-09-09,Austria,Norway,False,1,2,B,1.8,84,1.86,1.12,54.58,12.93,5.17,5.06,1.4,74,1.65,1.14,58.17,13.86,4.84,6.51,2,1,1,0,1871.0,1806.0,65.0
1172918,2024-10-13,Austria,Norway,True,5,1,A,1.75,86,2.04,1.08,56.23,14.58,5.29,5.76,1.79,76,1.86,0.97,55.89,14.29,5.94,6.01,3,1,1,1,1871.0,1806.0,65.0
1323307,2025-09-09,Austria,Bosnia and Herzegovina,False,2,1,A,2.05,94,1.95,0.81,63.03,16.27,6.41,5.02,1.4,85,1.56,1.55,49.0,12.04,4.39,3.84,2,0,1,1,1818.0,1572.0,246.0
1323371,2025-11-18,Austria,Bosnia and Herzegovina,True,1,1,Draw,2.12,98,2.53,0.66,62.36,14.62,6.37,4.28,1.63,89,2.02,1.5,48.29,13.32,4.38,3.92,3,1,1,1,1818.0,1572.0,246.0
256437,2016-10-07,Belgium,Bosnia and Herzegovina,True,4,0,A,3.0,1,3.0,0.0,,,,8.0,3.0,1,5.0,0.0,58.0,18.0,12.0,5.0,0,0,0,0,1904.0,1755.0,149.0
256631,2017-10-07,Belgium,Bosnia and Herzegovina,False,4,3,A,2.75,8,4.34,0.43,68.8,19.95,9.56,8.41,1.73,8,2.42,0.95,59.46,15.03,7.21,7.1,1,1,0,0,1926.0,1723.0,203.0
225439,2018-06-02,Belgium,Portugal,True,0,0,Draw,2.86,11,4.19,0.62,63.52,20.16,10.16,8.44,2.2,13,2.28,1.0,63.23,15.7,6.89,6.56,0,0,0,0,2034.0,1958.0,76.0
135823,2018-06-28,Belgium,England,False,1,0,A,2.77,16,3.67,0.67,59.65,17.94,9.21,7.83,2.71,16,2.35,0.57,62.16,12.89,6.46,6.78,0,0,0,0,2034.0,1959.0,75.0
135773,2018-07-10,Belgium,France,False,0,1,B,2.85,19,3.07,0.81,56.17,16.98,7.6,6.94,2.4,20,1.93,0.85,57.56,12.54,4.93,4.31,0,0,0,0,2034.0,2092.0,-58.0
135775,2018-07-14,Belgium,England,True,2,0,A,2.46,20,2.65,0.84,57.28,15.85,6.94,6.67,1.94,20,1.77,0.78,56.85,12.67,4.43,6.35,1,1,0,0,2034.0,1959.0,75.0
225487,2018-09-07,Belgium,Scotland,False,4,0,A,2.53,21,2.56,0.72,55.14,15.31,6.53,6.3,1.31,14,0.96,1.05,50.35,14.4,5.47,5.95,0,0,0,0,2034.0,1720.0,314.0
132517,2018-10-12,Belgium,Switzerland,True,2,1,A,2.65,23,2.79,0.54,58.22,14.42,6.24,6.28,1.72,22,1.97,0.74,57.82,13.42,4.24,5.3,0,0,0,0,2034.0,1921.0,113.0
225542,2018-10-16,Belgium,Netherlands,True,1,1,Draw,2.7,24,2.68,0.6,56.96,14.37,6.34,6.11,1.81,17,1.85,0.96,53.44,12.4,5.6,4.1,0,0,0,0,2034.0,1985.0,49.0
132529,2018-11-18,Belgium,Switzerland,False,2,5,B,2.54,26,2.4,0.57,57.82,13.4,6.02,6.46,1.46,25,1.61,0.93,57.18,12.44,4.43,4.85,1,1,0,0,2034.0,1921.0,113.0
132855,2019-06-11,Belgium,Scotland,True,3,0,A,2.48,30,2.46,0.86,58.77,15.11,6.9,7.07,1.75,23,1.56,1.39,53.22,12.44,4.64,6.12,1,1,0,0,2083.0,1639.0,444.0
132899,2019-09-09,Belgium,Scotland,False,4,0,A,2.61,32,2.72,0.65,63.11,18.08,7.91,8.51,1.31,25,1.3,1.66,48.91,11.6,4.36,5.33,2,2,0,0,2083.0,1639.0,444.0
332443,2020-10-11,Belgium,England,False,1,2,B,2.61,40,3.43,0.61,62.49,17.83,8.63,7.12,2.28,40,2.79,0.53,61.56,12.37,6.13,5.03,2,2,0,0,2110.0,1961.0,149.0
598350,2020-11-11,Belgium,Switzerland,True,2,1,A,2.37,42,2.97,0.82,62.22,15.69,6.83,6.83,1.18,41,1.75,1.35,53.32,16.19,5.68,5.36,2,1,0,1,2110.0,1870.0,240.0
332457,2020-11-15,Belgium,England,True,2,0,A,2.45,43,2.84,0.85,62.22,15.69,6.83,6.83,2.19,43,2.42,0.56,56.92,12.32,5.58,5.13,3,2,0,1,2110.0,1961.0,149.0
650937,2021-03-27,Belgium,Czechia,False,1,1,Draw,2.64,46,2.91,0.91,60.55,13.23,5.72,5.76,1.96,39,1.96,1.09,57.08,15.04,5.4,6.27,0,0,0,0,2074.0,1833.0,241.0
654819,2021-06-06,Belgium,Croatia,True,1,0,A,2.3,49,3.05,0.83,60.8,12.56,6.3,5.07,1.44,51,1.61,1.37,59.49,12.96,4.37,5.3,0,0,0,0,2074.0,1858.0,216.0
713473,2021-06-27,Belgium,Portugal,True,1,0,A,2.6,53,2.61,0.59,59.59,11.69,5.67,5.06,1.86,51,2.3,1.11,54.22,14.29,6.25,5.9,1,0,1,0,2074.0,1972.0,102.0
651026,2021-09-05,Belgium,Czechia,True,3,0,A,2.4,56,2.58,0.87,58.11,12.71,5.45,5.54,1.65,49,1.34,0.99,52.38,13.88,4.45,6.62,1,0,1,0,2074.0,1833.0,241.0
649941,2021-10-07,Belgium,France,True,2,3,B,2.54,58,2.42,0.66,59.78,13.0,5.45,5.15,1.96,59,1.82,0.88,57.38,15.06,5.26,5.83,1,0,0,1,2074.0,2114.0,-40.0
854581,2022-06-03,Belgium,Netherlands,True,1,4,B,1.96,64,2.23,1.04,63.82,12.98,5.44,5.35,2.2,56,2.67,0.9,62.78,16.5,6.31,6.01,1,0,1,0,1947.0,2073.0,-126.0
854619,2022-09-25,Belgium,Netherlands,False,0,1,B,2.06,69,2.17,1.13,64.56,13.63,5.36,5.66,2.41,61,2.59,1.03,60.69,15.42,5.42,5.06,2,0,1,1,1947.0,2073.0,-126.0
855766,2022-12-01,Belgium,Croatia,False,0,0,Draw,1.52,73,1.45,1.19,62.5,12.22,4.56,5.58,2.27,74,1.79,0.74,55.57,10.96,5.06,4.59,1,1,0,0,1947.0,1950.0,-3.0
980468,2023-03-24,Belgium,Sweden,False,3,0,A,1.45,74,1.27,1.04,60.96,12.78,4.33,5.35,1.86,75,1.5,1.11,49.63,11.97,4.3,5.21,0,0,0,0,1990.0,1691.0,299.0
1012344,2023-03-28,Belgium,Germany,False,3,2,A,1.65,75,1.49,0.9,60.24,12.96,4.43,5.88,1.87,70,2.2,1.12,64.97,17.92,6.78,6.51,0,0,0,0,1990.0,1885.0,105.0
980629,2023-10-16,Belgium,Sweden,True,1,1,Draw,2.27,81,2.23,0.85,58.17,13.49,5.28,6.71,1.81,82,2.18,1.3,52.11,12.89,5.03,5.52,1,1,0,0,1990.0,1691.0,299.0
1155276,2024-03-26,Belgium,England,False,2,2,Draw,2.15,85,2.02,0.58,60.78,12.94,5.01,5.99,1.98,88,2.01,0.7,62.48,12.54,4.68,5.23,4,3,0,1,1851.0,2006.0,-155.0
1215073,2024-07-01,Belgium,France,False,0,1,B,1.95,91,1.64,0.48,60.05,15.29,5.92,6.47,1.9,95,1.97,0.7,57.02,16.92,5.92,5.95,2,0,0,2,1851.0,2055.0,-204.0
1172951,2024-09-09,Belgium,France,False,0,2,B,1.86,93,1.63,0.6,58.85,15.39,5.75,6.03,1.44,99,1.46,1.02,53.08,15.87,4.78,5.17,3,0,0,3,1851.0,2055.0,-204.0
1172963,2024-10-14,Belgium,France,True,1,2,B,1.54,95,1.49,0.94,58.59,14.22,5.32,6.92,1.82,101,1.85,0.9,54.33,16.79,5.29,5.65,4,0,0,4,1851.0,2055.0,-204.0
1512766,2026-06-02,Belgium,Croatia,False,2,0,A,1.91,110,2.94,1.04,61.84,17.86,6.99,8.17,2.09,114,2.2,1.13,62.05,17.12,6.17,6.78,2,1,1,0,1961.0,1881.0,80.0
225514,2018-10-11,Bosnia and Herzegovina,Türkiye,False,0,0,Draw,2.01,18,1.43,0.67,50.85,8.54,4.26,4.6,1.59,17,1.65,1.5,56.66,8.17,4.45,4.26,0,0,0,0,1795.0,1690.0,105.0
225561,2018-11-18,Bosnia and Herzegovina,Spain,False,0,1,B,1.88,21,1.15,0.43,48.61,9.34,4.16,4.52,1.77,23,2.69,1.38,66.85,13.84,6.51,5.95,0,0,0,0,1795.0,2011.0,-216.0
332441,2020-10-11,Bosnia and Herzegovina,Netherlands,True,0,0,Draw,1.15,35,1.51,1.37,52.16,15.02,5.29,5.58,1.72,33,1.74,0.76,60.3,15.48,6.49,5.07,0,0,0,0,1634.0,1994.0,-360.0
332464,2020-11-15,Bosnia and Herzegovina,Netherlands,False,1,3,B,0.85,38,0.99,1.5,47.41,12.63,4.35,4.82,1.47,36,1.38,0.75,59.31,15.21,5.67,5.89,1,0,1,0,1634.0,1994.0,-360.0
650970,2021-03-31,Bosnia and Herzegovina,France,True,0,1,B,0.73,42,0.88,1.54,46.51,12.66,4.05,4.49,2.31,49,2.05,0.81,57.7,13.96,5.84,6.45,0,0,0,0,1600.0,2114.0,-514.0
650983,2021-09-01,Bosnia and Herzegovina,France,False,1,1,Draw,0.59,45,0.58,1.37,45.95,11.27,3.72,4.41,2.06,56,2.05,1.02,55.89,14.81,5.66,5.97,1,0,0,1,1600.0,2114.0,-514.0
980524,2023-06-17,Bosnia and Herzegovina,Portugal,False,0,3,B,1.43,63,1.15,1.29,50.5,11.95,4.18,5.71,2.09,75,2.96,0.64,60.9,16.04,6.36,6.15,0,0,0,0,1485.0,2032.0,-547.0
980631,2023-10-16,Bosnia and Herzegovina,Portugal,True,0,5,B,1.4,68,1.03,1.25,57.93,13.83,5.15,6.41,2.55,80,3.29,0.58,61.57,16.6,7.18,6.77,1,0,0,1,1485.0,2032.0,-547.0
1170219,2024-06-03,Bosnia and Herzegovina,England,False,0,3,B,0.8,72,0.93,2.02,49.58,10.33,3.69,4.52,1.85,89,2.01,0.87,62.55,13.38,4.98,5.33,0,0,0,0,1485.0,2006.0,-521.0
1172946,2024-09-07,Bosnia and Herzegovina,Netherlands,False,2,5,B,0.61,74,0.7,2.0,45.38,8.94,3.17,4.03,1.86,87,2.14,1.02,54.37,14.31,4.86,5.38,2,0,1,1,1485.0,1938.0,-453.0
1172957,2024-10-11,Bosnia and Herzegovina,Germany,True,1,2,B,0.59,76,0.76,2.08,41.66,8.11,2.99,3.28,1.8,91,2.17,1.08,61.08,18.05,6.12,6.92,0,0,0,0,1485.0,1971.0,-486.0
1172977,2024-11-16,Bosnia and Herzegovina,Germany,False,0,7,B,0.45,78,0.69,2.06,43.18,8.61,2.77,3.34,2.09,93,2.0,0.93,60.85,16.71,5.74,5.98,1,0,0,1,1485.0,1971.0,-486.0
1172985,2024-11-19,Bosnia and Herzegovina,Netherlands,True,1,1,Draw,0.39,79,0.6,2.7,41.05,8.4,2.8,2.9,1.73,92,2.23,1.04,58.52,14.93,5.37,5.51,3,0,1,2,1485.0,1938.0,-453.0
1539005,2026-06-18,Bosnia and Herzegovina,Switzerland,False,1,4,B,1.27,95,1.34,1.12,48.67,13.83,4.48,4.1,1.6,114,1.93,1.05,60.19,13.26,5.04,5.28,0,0,0,0,1605.0,1943.0,-338.0
256609,2017-09-05,Croatia,Türkiye,False,0,1,B,2.27,7,1.48,0.27,59.84,10.24,3.06,5.87,1.63,7,1.62,1.14,53.44,7.39,3.67,3.02,1,0,1,0,1855.0,1711.0,144.0
135774,2018-07-11,Croatia,England,True,2,1,A,1.91,21,1.58,0.88,54.25,13.23,3.49,5.49,2.26,19,1.89,0.59,58.75,12.94,4.82,6.72,0,0,0,0,1923.0,1959.0,-36.0
135776,2018-07-15,Croatia,France,False,2,4,B,2.06,22,1.64,0.9,54.36,14.48,3.99,5.85,2.48,21,1.8,0.73,54.6,13.43,4.94,4.27,0,0,0,0,1923.0,2092.0,-169.0
225484,2018-09-06,Croatia,Portugal,False,1,1,Draw,1.78,23,1.69,1.32,56.01,14.41,3.99,5.87,1.7,19,1.78,1.07,58.69,14.19,5.06,6.17,0,0,0,0,1923.0,1958.0,-35.0
132515,2018-09-11,Croatia,Spain,False,0,6,B,1.67,24,1.59,1.28,55.03,12.96,3.85,5.61,2.14,19,2.23,0.93,67.18,14.88,5.75,5.38,0,0,0,0,1923.0,2011.0,-88.0
132518,2018-10-12,Croatia,England,True,0,0,Draw,1.45,25,1.38,1.91,51.7,11.72,3.6,4.84,1.66,23,1.39,0.95,54.13,11.86,4.73,5.48,1,1,0,0,1923.0,1959.0,-36.0
132525,2018-11-15,Croatia,Spain,True,3,2,A,1.6,27,1.3,1.57,50.37,10.93,3.52,4.45,2.04,22,2.8,1.12,66.83,14.8,6.75,6.44,1,0,0,1,1923.0,2011.0,-88.0
132528,2018-11-18,Croatia,England,False,1,2,B,1.79,28,1.53,1.63,47.71,10.64,3.9,4.53,1.93,26,1.65,0.85,54.07,10.14,4.81,4.36,2,1,1,0,1923.0,1959.0,-36.0
332431,2020-09-05,Croatia,Portugal,False,1,4,B,2.0,39,1.92,1.11,58.84,15.29,5.64,6.98,2.26,35,2.57,0.72,58.73,18.48,7.28,7.77,1,0,1,0,1859.0,2038.0,-179.0
332439,2020-09-08,Croatia,France,False,2,4,B,1.74,40,1.8,1.49,56.44,13.73,5.09,6.53,2.54,40,1.94,0.53,63.95,14.42,5.61,6.29,1,0,0,1,1859.0,2091.0,-232.0
598337,2020-10-07,Croatia,Switzerland,False,2,1,A,1.51,41,1.83,1.82,56.52,13.32,4.93,6.3,1.6,38,1.92,0.98,58.6,18.99,6.04,6.46,0,0,0,0,1859.0,1870.0,-11.0
332445,2020-10-11,Croatia,Sweden,True,2,1,A,1.71,42,1.85,1.71,56.52,13.32,4.93,6.3,1.89,42,1.43,0.8,46.76,11.64,4.57,5.03,0,0,0,0,1859.0,1820.0,39.0
332453,2020-10-14,Croatia,France,True,1,2,B,1.87,43,1.87,1.62,56.11,13.27,5.11,6.58,2.44,43,2.46,0.66,59.42,13.61,5.27,5.37,2,0,0,2,1859.0,2091.0,-232.0
598349,2020-11-11,Croatia,Türkiye,False,3,3,Draw,1.63,44,1.76,1.67,55.46,12.75,4.93,5.85,1.45,38,1.41,0.97,59.63,13.53,4.94,3.93,2,0,1,1,1859.0,1752.0,107.0
332460,2020-11-14,Croatia,Sweden,False,1,2,B,1.55,45,1.92,1.84,55.46,12.75,4.93,5.85,1.24,45,1.04,1.33,47.36,11.37,4.08,5.4,1,1,0,0,1859.0,1820.0,39.0
332467,2020-11-17,Croatia,Portugal,True,2,3,B,1.35,46,1.8,1.86,55.55,11.76,4.6,5.53,2.01,42,2.41,0.46,55.95,18.12,6.78,7.31,2,0,1,1,1859.0,2038.0,-179.0
657678,2021-06-13,Croatia,England,False,0,1,B,1.25,52,1.4,1.32,57.67,11.8,4.17,5.26,2.52,50,2.16,0.42,61.85,14.21,6.04,5.36,3,1,1,1,1858.0,2031.0,-173.0
657693,2021-06-18,Croatia,Czechia,True,1,1,Draw,1.09,53,1.22,1.28,56.57,11.26,3.86,4.65,1.78,44,1.65,1.21,50.31,12.44,5.04,5.63,0,0,0,0,1858.0,1833.0,25.0
657704,2021-06-22,Croatia,Scotland,True,3,1,A,1.08,54,1.19,1.24,55.5,11.22,3.59,4.55,1.39,45,1.13,0.95,47.68,12.71,3.74,4.81,0,0,0,0,1858.0,1728.0,130.0
713472,2021-06-28,Croatia,Spain,True,3,5,B,1.33,55,1.43,1.21,56.97,11.19,3.93,4.62,1.96,50,2.25,0.46,73.18,16.24,6.31,6.83,2,1,0,1,1858.0,2036.0,-178.0
854588,2022-06-06,Croatia,France,True,1,1,Draw,1.75,66,1.83,1.23,61.48,16.16,6.44,5.9,2.22,66,2.64,0.87,56.05,16.47,7.34,4.54,3,0,0,3,1950.0,2081.0,-131.0
854604,2022-06-13,Croatia,France,False,1,0,A,1.83,68,1.62,1.04,58.13,14.13,5.63,5.25,1.92,68,2.24,0.9,56.98,15.09,7.0,5.49,4,0,1,3,1950.0,2081.0,-131.0
980497,2023-03-28,Croatia,Türkiye,False,2,0,A,1.68,80,1.29,1.02,56.4,12.54,4.52,4.73,2.13,68,2.26,1.27,58.89,16.85,7.1,5.47,3,0,2,1,1951.0,1765.0,186.0
1030270,2023-06-14,Croatia,Netherlands,False,4,2,A,1.85,81,1.39,0.89,56.08,12.07,4.58,4.37,2.14,69,2.07,1.14,60.04,16.79,5.39,6.28,0,0,0,0,1951.0,1970.0,-19.0
1035174,2023-06-18,Croatia,Spain,True,0,0,Draw,2.0,82,1.73,1.03,55.8,12.32,4.64,4.85,1.84,76,1.8,0.86,71.58,12.69,4.88,5.23,3,1,0,2,1951.0,2033.0,-82.0
980596,2023-10-12,Croatia,Türkiye,True,0,1,B,2.14,85,1.83,0.68,58.64,15.87,6.18,5.55,1.73,73,1.95,1.58,60.9,16.67,6.94,5.53,4,1,2,1,1951.0,1765.0,186.0
1168422,2024-06-08,Croatia,Portugal,False,2,1,A,2.12,92,1.83,0.67,62.65,15.0,5.9,6.03,2.46,86,3.08,0.93,65.99,17.44,7.22,6.57,3,0,1,2,1886.0,1993.0,-107.0
1145511,2024-06-15,Croatia,Spain,False,0,3,B,2.23,93,1.85,0.71,60.34,15.13,6.04,6.16,2.23,87,2.99,0.87,71.9,17.7,6.65,6.46,4,1,1,2,1886.0,2178.0,-292.0
1172939,2024-09-05,Croatia,Portugal,False,1,2,B,1.71,96,1.58,1.12,58.63,14.8,6.12,4.65,1.85,93,1.82,0.74,65.72,17.54,6.08,8.31,4,1,1,2,1886.0,1993.0,-107.0
1172959,2024-10-12,Croatia,Scotland,True,2,1,A,1.69,98,1.44,1.07,57.83,15.67,5.87,5.35,0.72,82,1.26,2.0,50.84,10.06,2.63,4.41,1,1,0,0,1886.0,1759.0,127.0
1172974,2024-11-15,Croatia,Scotland,False,0,1,B,1.75,100,1.7,1.32,56.43,15.73,6.16,4.78,0.68,84,1.07,1.74,47.92,9.15,2.47,3.69,2,2,0,0,1886.0,1759.0,127.0
1172981,2024-11-18,Croatia,Portugal,True,1,1,Draw,1.52,101,1.48,1.27,55.2,15.25,5.88,5.07,2.2,98,2.17,0.76,65.08,17.91,5.78,7.34,5,1,1,3,1886.0,1993.0,-107.0
1316547,2025-03-20,Croatia,France,True,2,0,A,1.45,102,1.42,1.24,53.61,15.21,6.15,5.06,2.0,104,1.81,0.82,55.1,15.93,5.3,5.41,5,1,1,3,1932.0,2062.0,-130.0
1316548,2025-03-23,Croatia,France,False,0,2,B,1.65,103,1.5,1.08,51.58,14.28,5.87,4.79,1.74,105,1.57,0.97,56.0,15.94,5.39,5.88,6,2,1,3,1932.0,2062.0,-130.0
1366277,2025-06-09,Croatia,Czechia,True,5,1,A,1.64,105,2.04,1.04,52.18,15.27,6.14,5.19,2.19,91,1.99,0.87,55.19,15.85,6.52,6.49,1,0,1,0,1932.0,1731.0,201.0
